Id,Category
438,0
439,9
440,2
441,6
442,0
443,5
444,7
445,5
446,7
447,9
448,6
449,2
450,4
451,7
452,6
453,1
454,8
455,1
456,1
457,1
458,6
459,0
460,4
461,5
462,2
463,9
464,9
465,3
466,6
467,7
468,7
469,3
470,0
471,6
472,7
473,1
474,1
475,0
476,5
477,4
478,1
479,1
480,0
481,4
482,3
483,6
484,7
485,5
486,6
487,2
488,2
489,5
490,5
491,5
492,7
493,3
494,2
495,5
496,4
497,8
498,8
499,4
500,0
501,8
502,8
503,4
504,1
505,0
506,1
507,2
508,1
509,0
510,0
511,6
512,6
513,6
514,7
515,3
516,9
517,1
518,9
519,4
520,6
521,9
522,6
523,6
524,7
525,8
526,1
527,4
528,1
529,9
530,4
531,4
532,3
533,4
534,8
535,3
536,3
537,3
538,3
539,6
540,3
541,3
542,0
543,8
544,6
545,2
546,8
547,2
548,9
549,3
550,6
551,9
552,4
553,4
554,1
555,6
556,4
557,5
558,5
559,4
560,6
561,8
562,2
563,6
564,5
565,6
566,4
567,4
568,6
569,8
570,5
571,0
572,8
573,3
574,4
575,4
576,2
577,4
578,0
579,2
580,0
581,8
582,1
583,8
584,7
585,3
586,9
587,3
588,0
589,1
590,8
591,0
592,0
593,9
594,7
595,8
596,0
597,2
598,1
599,8
600,0
601,2
602,2
603,7
604,6
605,5
606,4
607,7
608,3
609,8
610,4
611,8
612,7
613,0
614,7
615,6
616,1
617,5
618,7
619,0
620,3
621,2
622,4
623,4
624,2
625,7
626,7
627,0
628,3
629,1
630,1
631,9
632,0
633,3
634,5
635,4
636,9
637,3
638,5
639,4
640,0
641,8
642,6
643,0
644,0
645,6
646,9
647,2
648,6
649,9
650,7
651,7
652,9
653,7
654,7
655,5
656,2
657,1
658,9
659,7
660,6
661,3
662,7
663,2
664,0
665,8
666,2
667,7
668,3
669,4
670,4
671,8
672,5
673,0
674,7
675,9
676,5
677,4
678,4
679,9
680,1
681,9
682,3
683,3
684,1
685,7
686,9
687,5
688,7
689,5
690,4
691,4
692,6
693,3
694,3
695,1
696,1
697,9
698,3
699,9
700,8
701,1
702,2
703,4
704,7
705,3
706,4
707,3
708,9
709,2
710,2
711,0
712,1
713,6
714,7
715,5
716,9
717,4
718,4
719,4
720,2
721,1
722,4
723,6
724,4
725,8
726,2
727,6
728,4
729,0
730,3
731,1
732,8
733,7
734,9
735,9
736,7
737,8
738,4
739,9
740,9
741,1
742,0
743,1
744,9
745,1
746,8
747,7
748,8
749,4
750,4
751,5
752,8
753,3
754,2
755,7
756,7
757,0
758,4
759,2
760,7
761,2
762,9
763,7
764,8
765,0
766,0
767,5
768,1
769,1
770,6
771,3
772,1
773,2
774,1
775,8
776,8
777,0
778,7
779,6
780,2
781,9
782,6
783,3
784,8
785,6
786,8
787,7
788,4
789,8
790,4
791,1
792,2
793,4
794,1
795,1
796,8
797,0
798,8
799,5
800,1
801,6
802,3
803,9
804,8
805,1
806,8
807,7
808,6
809,2
810,1
811,3
812,7
813,1
814,3
815,5
816,7
817,2
818,3
819,2
820,3
821,6
822,8
823,2
824,2
825,1
826,3
827,6
828,2
829,6
830,7
831,6
832,3
833,9
834,2
835,5
836,3
837,0
838,5
839,5
840,0
841,6
842,1
843,3
844,2
845,8
846,2
847,7
848,2
849,4
850,6
851,3
852,1
853,1
854,3
855,6
856,2
857,8
858,4
859,8
860,8
861,5
862,7
863,9
864,9
865,3
866,1
867,9
868,9
869,3
870,2
871,5
872,1
873,0
874,9
875,2
876,3
877,0
878,0
879,4
880,0
881,3
882,9
883,8
884,4
885,5
886,5
887,5
888,5
889,0
890,4
891,4
892,1
893,7
894,9
895,7
896,0
897,8
898,5
899,5
900,6
901,3
902,2
903,4
904,1
905,2
906,9
907,8
908,6
909,8
910,4
911,0
912,3
913,6
914,6
915,8
916,3
917,2
918,0
919,1
920,3
921,5
922,7
923,5
924,0
925,1
926,6
927,2
928,0
929,4
930,9
931,2
932,4
933,0
934,8
935,0
936,6
937,0
938,6
939,9
940,4
941,2
942,0
943,2
944,6
945,1
946,3
947,0
948,7
949,6
950,2
951,7
952,8
953,4
954,0
955,4
956,6
957,6
958,7
959,1
960,4
961,2
962,7
963,3
964,6
965,3
966,3
967,0
968,3
969,5
970,0
971,3
972,8
973,9
974,8
975,0
976,8
977,6
978,7
979,6
980,5
981,9
982,1
983,3
984,4
985,3
986,8
987,7
988,8
989,1
990,2
991,9
992,3
993,0
994,5
995,2
996,3
997,0
998,8
999,0
1000,7
1001,6
1002,6
1003,2
1004,4
1005,3
1006,4
1007,0
1008,9
1009,9
1010,8
1011,4
1012,7
1013,1
1014,2
1015,9
1016,1
1017,3
1018,0
1019,2
1020,1
1021,9
1022,3
1023,8
1024,0
1025,4
1026,9
1027,4
1028,0
1029,5
1030,2
1031,7
1032,0
1033,9
1034,8
1035,8
1036,0
1037,6
1038,1
1039,9
1040,7
1041,4
1042,7
1043,0
1044,1
1045,0
1046,2
1047,4
1048,7
1049,6
1050,6
1051,1
1052,8
1053,2
1054,3
1055,4
1056,9
1057,9
1058,3
1059,6
1060,1
1061,6
1062,5
1063,0
1064,4
1065,6
1066,0
1067,6
1068,3
1069,8
1070,5
1071,8
1072,6
1073,6
1074,4
1075,1
1076,6
1077,6
1078,1
1079,8
1080,4
1081,6
1082,8
1083,0
1084,7
1085,8
1086,3
1087,9
1088,1
1089,1
1090,6
1091,7
1092,7
1093,1
1094,7
1095,8
1096,1
1097,7
1098,5
1099,8
1100,4
1101,5
1102,0
1103,1
1104,7
1105,5
1106,7
1107,6
1108,2
1109,5
1110,4
1111,5
1112,5
1113,6
1114,5
1115,2
1116,3
1117,4
1118,6
1119,2
1120,5
1121,9
1122,0
1123,0
1124,5
1125,3
1126,1
1127,8
1128,4
1129,8
1130,9
1131,5
1132,1
1133,1
1134,2
1135,2
1136,2
1137,9
1138,7
1139,9
1140,4
1141,1
1142,8
1143,0
1144,9
1145,3
1146,0
1147,0
1148,9
1149,7
1150,6
1151,5
1152,7
1153,1
1154,4
1155,7
1156,6
1157,2
1158,5
1159,6
1160,5
1161,7
1162,4
1163,0
1164,0
1165,5
1166,0
1167,1
1168,3
1169,5
1170,4
1171,3
1172,1
1173,7
1174,4
1175,2
1176,1
1177,4
1178,4
1179,9
1180,6
1181,8
1182,4
1183,8
1184,0
1185,2
1186,4
1187,2
1188,8
1189,2
1190,8
1191,1
1192,5
1193,5
1194,3
1195,8
1196,8
1197,0
1198,8
1199,9
1200,9
1201,1
1202,4
1203,5
1204,6
1205,7
1206,5
1207,9
1208,3
1209,7
1210,6
1211,4
1212,6
1213,7
1214,0
1215,6
1216,1
1217,6
1218,5
1219,4
1220,0
1221,3
1222,3
1223,1
1224,8
1225,7
1226,4
1227,3
1228,2
1229,6
1230,8
1231,9
1232,5
1233,9
1234,8
1235,1
1236,2
1237,4
1238,8
1239,3
1240,1
1241,2
1242,4
1243,4
1244,7
1245,5
1246,8
1247,4
1248,4
1249,6
1250,0
1251,3
1252,0
1253,4
1254,2
1255,2
1256,2
1257,2
1258,0
1259,3
1260,4
1261,1
1262,1
1263,6
1264,8
1265,2
1266,8
1267,6
1268,4
1269,7
1270,7
1271,4
1272,5
1273,4
1274,9
1275,0
1276,6
1277,4
1278,2
1279,6
1280,0
1281,9
1282,9
1283,1
1284,3
1285,9
1286,6
1287,0
1288,5
1289,8
1290,4
1291,0
1292,1
1293,0
1294,3
1295,3
1296,3
1297,6
1298,3
1299,1
1300,3
1301,2
1302,3
1303,7
1304,1
1305,3
1306,7
1307,4
1308,4
1309,7
1310,5
1311,1
1312,8
1313,0
1314,0
1315,3
1316,9
1317,4
1318,1
1319,5
1320,8
1321,6
1322,1
1323,2
1324,3
1325,8
1326,9
1327,1
1328,3
1329,7
1330,6
1331,5
1332,2
1333,5
1334,0
1335,9
1336,0
1337,4
1338,5
1339,4
1340,0
1341,3
1342,0
1343,0
1344,1
1345,7
1346,8
1347,6
1348,9
1349,3
1350,4
1351,9
1352,4
1353,0
1354,7
1355,4
1356,8
1357,7
1358,2
1359,6
1360,3
1361,9
1362,4
1363,3
1364,1
1365,1
1366,7
1367,0
1368,7
1369,0
1370,9
1371,9
1372,1
1373,2
1374,8
1375,8
1376,3
1377,0
1378,7
1379,1
1380,8
1381,0
1382,6
1383,0
1384,1
1385,4
1386,9
1387,5
1388,3
1389,3
1390,1
1391,7
1392,1
1393,3
1394,9
1395,1
1396,6
1397,7
1398,9
1399,8
1400,8
1401,1
1402,7
1403,8
1404,2
1405,2
1406,6
1407,5
1408,7
1409,5
1410,8
1411,2
1412,8
1413,9
1414,1
1415,3
1416,4
1417,6
1418,3
1419,4
1420,2
1421,3
1422,5
1423,3
1424,8
1425,8
1426,6
1427,3
1428,2
1429,3
1430,2
1431,1
1432,7
1433,1
1434,4
1435,9
1436,2
1437,2
1438,3
1439,1
1440,9
1441,5
1442,7
1443,8
1444,9
1445,8
1446,3
1447,5
1448,3
1449,4
1450,3
1451,4
1452,2
1453,6
1454,4
1455,8
1456,2
1457,0
1458,1
1459,6
1460,0
1461,3
1462,3
1463,8
1464,9
1465,9
1466,5
1467,9
1468,1
1469,8
1470,8
1471,1
1472,8
1473,2
1474,2
1475,2
1476,2
1477,1
1478,3
1479,3
1480,4
1481,7
1482,0
1483,0
1484,2
1485,7
1486,2
1487,7
1488,0
1489,6
1490,9
1491,2
1492,4
1493,6
1494,6
1495,5
1496,7
1497,1
1498,4
1499,1
1500,0
1501,4
1502,9
1503,2
1504,6
1505,7
1506,3
1507,5
1508,2
1509,4
1510,9
1511,7
1512,2
1513,9
1514,5
1515,5
1516,3
1517,5
1518,4
1519,8
1520,7
1521,6
1522,6
1523,8
1524,3
1525,3
1526,9
1527,5
1528,9
1529,5
1530,1
1531,3
1532,4
1533,1
1534,2
1535,1
1536,1
1537,7
1538,4
1539,2
1540,3
1541,4
1542,7
1543,7
1544,0
1545,3
1546,8
1547,1
1548,4
1549,8
1550,6
1551,4
1552,8
1553,7
1554,4
1555,7
1556,7
1557,4
1558,0
1559,7
1560,7
1561,6
1562,8
1563,2
1564,7
1565,7
1566,2
1567,8
1568,4
1569,1
1570,8
1571,4
1572,3
1573,5
1574,5
1575,7
1576,0
1577,3
1578,8
1579,2
1580,8
1581,2
1582,2
1583,6
1584,9
1585,4
1586,1
1587,4
1588,1
1589,3
1590,4
1591,3
1592,6
1593,7
1594,1
1595,3
1596,1
1597,4
1598,4
1599,1
1600,1
1601,6
1602,3
1603,8
1604,8
1605,7
1606,2
1607,6
1608,7
1609,9
1610,5
1611,1
1612,7
1613,1
1614,7
1615,2
1616,8
1617,1
1618,2
1619,3
1620,0
1621,8
1622,2
1623,3
1624,4
1625,5
1626,3
1627,2
1628,5
1629,3
1630,9
1631,5
1632,7
1633,6
1634,1
1635,8
1636,4
1637,5
1638,6
1639,8
1640,2
1641,7
1642,9
1643,1
1644,4
1645,0
1646,0
1647,7
1648,7
1649,9
1650,4
1651,9
1652,9
1653,2
1654,1
1655,5
1656,4
1657,9
1658,1
1659,5
1660,7
1661,5
1662,0
1663,2
1664,8
1665,6
1666,6
1667,2
1668,7
1669,8
1670,1
1671,4
1672,5
1673,4
1674,1
1675,9
1676,7
1677,6
1678,4
1679,2
1680,7
1681,8
1682,4
1683,1
1684,4
1685,8
1686,3
1687,4
1688,0
1689,8
1690,1
1691,7
1692,1
1693,8
1694,9
1695,6
1696,2
1697,2
1698,7
1699,0
1700,3
1701,5
1702,4
1703,8
1704,3
1705,0
1706,3
1707,1
1708,3
1709,0
1710,8
1711,7
1712,5
1713,1
1714,4
1715,2
1716,6
1717,5
1718,3
1719,5
1720,8
1721,2
1722,5
1723,3
1724,0
1725,4
1726,3
1727,2
1728,8
1729,9
1730,9
1731,0
1732,2
1733,7
1734,2
1735,5
1736,5
1737,0
1738,1
1739,7
1740,8
1741,2
1742,3
1743,6
1744,2
1745,0
1746,1
1747,5
1748,0
1749,4
1750,8
1751,0
1752,1
1753,6
1754,9
1755,3
1756,3
1757,8
1758,9
1759,8
1760,6
1761,6
1762,0
1763,0
1764,8
1765,0
1766,8
1767,6
1768,5
1769,7
1770,1
1771,8
1772,4
1773,7
1774,8
1775,1
1776,0
1777,5
1778,7
1779,0
1780,8
1781,8
1782,2
1783,0
1784,4
1785,1
1786,6
1787,3
1788,8
1789,2
1790,2
1791,1
1792,8
1793,3
1794,1
1795,6
1796,0
1797,1
1798,2
1799,6
1800,3
1801,0
1802,7
1803,5
1804,0
1805,2
1806,7
1807,0
1808,8
1809,5
1810,7
1811,8
1812,6
1813,7
1814,5
1815,6
1816,3
1817,3
1818,8
1819,8
1820,2
1821,7
1822,9
1823,4
1824,8
1825,8
1826,3
1827,1
1828,0
1829,0
1830,9
1831,6
1832,0
1833,3
1834,1
1835,7
1836,3
1837,1
1838,7
1839,9
1840,6
1841,8
1842,3
1843,7
1844,7
1845,4
1846,1
1847,6
1848,5
1849,3
1850,7
1851,0
1852,0
1853,7
1854,4
1855,5
1856,4
1857,4
1858,1
1859,4
1860,6
1861,1
1862,0
1863,8
1864,6
1865,5
1866,1
1867,6
1868,0
1869,7
1870,7
1871,9
1872,2
1873,6
1874,7
1875,6
1876,0
1877,5
1878,1
1879,7
1880,5
1881,3
1882,2
1883,6
1884,2
1885,8
1886,7
1887,9
1888,6
1889,3
1890,2
1891,0
1892,6
1893,0
1894,6
1895,6
1896,7
1897,2
1898,7
1899,7
1900,2
1901,9
1902,0
1903,3
1904,3
1905,8
1906,4
1907,6
1908,7
1909,1
1910,1
1911,8
1912,1
1913,5
1914,8
1915,0
1916,5
1917,8
1918,0
1919,8
1920,0
1921,4
1922,2
1923,4
1924,9
1925,6
1926,1
1927,7
1928,6
1929,1
1930,0
1931,4
1932,9
1933,8
1934,8
1935,0
1936,3
1937,7
1938,3
1939,3
1940,0
1941,9
1942,1
1943,2
1944,4
1945,6
1946,4
1947,5
1948,7
1949,8
1950,1
1951,8
1952,6
1953,1
1954,2
1955,6
1956,9
1957,3
1958,6
1959,1
1960,6
1961,9
1962,1
1963,9
1964,3
1965,5
1966,4
1967,7
1968,1
1969,5
1970,8
1971,9
1972,4
1973,5
1974,8
1975,0
1976,4
1977,4
1978,8
1979,0
1980,1
1981,1
1982,5
1983,0
1984,8
1985,0
1986,7
1987,5
1988,5
1989,3
1990,5
1991,8
1992,1
1993,7
1994,2
1995,1
1996,3
1997,3
1998,9
1999,4
2000,6
2001,3
2002,2
2003,3
2004,1
2005,8
2006,3
2007,1
2008,4
2009,7
2010,6
2011,0
2012,7
2013,6
2014,5
2015,7
2016,9
2017,9
2018,4
2019,5
2020,3
2021,6
2022,1
2023,4
2024,2
2025,0
2026,6
2027,5
2028,4
2029,3
2030,3
2031,3
2032,1
2033,2
2034,8
2035,7
2036,9
2037,3
2038,5
2039,5
2040,4
2041,9
2042,3
2043,8
2044,1
2045,5
2046,4
2047,5
2048,0
2049,5
2050,7
2051,4
2052,6
2053,0
2054,8
2055,4
2056,4
2057,6
2058,1
2059,8
2060,5
2061,1
2062,3
2063,5
2064,5
2065,1
2066,9
2067,3
2068,1
2069,0
2070,0
2071,4
2072,0
2073,5
2074,7
2075,8
2076,6
2077,1
2078,5
2079,0
2080,4
2081,8
2082,2
2083,5
2084,7
2085,7
2086,7
2087,8
2088,1
2089,9
2090,4
2091,7
2092,4
2093,6
2094,8
2095,2
2096,7
2097,3
2098,2
2099,0
2100,4
2101,3
2102,9
2103,0
2104,5
2105,7
2106,4
2107,9
2108,9
2109,6
2110,9
2111,9
2112,7
2113,1
2114,7
2115,3
2116,7
2117,7
2118,4
2119,3
2120,5
2121,0
2122,7
2123,2
2124,6
2125,9
2126,4
2127,9
2128,8
2129,2
2130,9
2131,8
2132,5
2133,4
2134,6
2135,4
2136,7
2137,6
2138,9
2139,9
2140,1
2141,4
2142,7
2143,2
2144,6
2145,1
2146,9
2147,5
2148,2
2149,0
2150,3
2151,5
2152,4
2153,5
2154,1
2155,1
2156,6
2157,4
2158,7
2159,0
2160,9
2161,5
2162,2
2163,6
2164,7
2165,0
2166,7
2167,0
2168,1
2169,9
2170,7
2171,4
2172,8
2173,7
2174,7
2175,0
2176,6
2177,2
2178,0
2179,9
2180,4
2181,1
2182,0
2183,4
2184,1
2185,6
2186,7
2187,0
2188,6
2189,5
2190,2
2191,9
2192,8
2193,7
2194,0
2195,6
2196,3
2197,0
2198,8
2199,4
2200,9
2201,4
2202,9
2203,2
2204,5
2205,2
2206,0
2207,1
2208,3
2209,4
2210,5
2211,1
2212,9
2213,1
2214,5
2215,8
2216,6
2217,3
2218,9
2219,0
2220,2
2221,1
2222,1
2223,8
2224,9
2225,7
2226,1
2227,1
2228,1
2229,7
2230,6
2231,8
2232,5
2233,5
2234,3
2235,9
2236,3
2237,9
2238,8
2239,8
2240,8
2241,7
2242,1
2243,7
2244,8
2245,5
2246,4
2247,1
2248,7
2249,2
2250,4
2251,5
2252,4
2253,6
2254,8
2255,6
2256,1
2257,6
2258,6
2259,1
2260,4
2261,6
2262,3
2263,3
2264,3
2265,1
2266,5
2267,8
2268,1
2269,8
2270,1
2271,7
2272,2
2273,0
2274,9
2275,8
2276,4
2277,6
2278,5
2279,0
2280,2
2281,8
2282,9
2283,2
2284,3
2285,9
2286,1
2287,0
2288,6
2289,7
2290,2
2291,4
2292,1
2293,5
2294,0
2295,2
2296,3
2297,3
2298,5
2299,7
2300,9
2301,1
2302,3
2303,9
2304,0
2305,8
2306,3
2307,9
2308,1
2309,3
2310,6
2311,3
2312,1
2313,1
2314,9
2315,8
2316,2
2317,6
2318,9
2319,6
2320,9
2321,2
2322,7
2323,4
2324,0
2325,3
2326,3
2327,9
2328,9
2329,8
2330,7
2331,9
2332,1
2333,7
2334,2
2335,4
2336,7
2337,5
2338,6
2339,7
2340,8
2341,7
2342,0
2343,9
2344,7
2345,2
2346,5
2347,4
2348,2
2349,6
2350,4
2351,3
2352,7
2353,4
2354,0
2355,7
2356,7
2357,1
2358,9
2359,1
2360,1
2361,3
2362,6
2363,1
2364,9
2365,4
2366,1
2367,1
2368,2
2369,7
2370,3
2371,6
2372,9
2373,8
2374,4
2375,3
2376,7
2377,9
2378,3
2379,3
2380,1
2381,0
2382,0
2383,4
2384,3
2385,7
2386,4
2387,2
2388,4
2389,4
2390,5
2391,5
2392,3
2393,1
2394,8
2395,5
2396,3
2397,6
2398,1
2399,1
2400,4
2401,6
2402,1
2403,8
2404,5
2405,8
2406,5
2407,8
2408,9
2409,2
2410,1
2411,8
2412,6
2413,8
2414,1
2415,1
2416,1
2417,6
2418,0
2419,6
2420,9
2421,9
2422,1
2423,3
2424,9
2425,5
2426,8
2427,3
2428,4
2429,7
2430,2
2431,3
2432,1
2433,3
2434,5
2435,7
2436,3
2437,2
2438,2
2439,1
2440,9
2441,5
2442,4
2443,4
2444,9
2445,6
2446,6
2447,0
2448,5
2449,2
2450,3
2451,0
2452,8
2453,7
2454,9
2455,6
2456,2
2457,6
2458,5
2459,0
2460,9
2461,9
2462,9
2463,5
2464,8
2465,2
2466,5
2467,5
2468,6
2469,7
2470,6
2471,4
2472,7
2473,6
2474,8
2475,6
2476,1
2477,3
2478,7
2479,1
2480,3
2481,1
2482,9
2483,1
2484,3
2485,6
2486,2
2487,9
2488,9
2489,0
2490,0
2491,7
2492,9
2493,5
2494,5
2495,1
2496,3
2497,4
2498,6
2499,3
2500,7
2501,8
2502,4
2503,5
2504,4
2505,2
2506,7
2507,6
2508,8
2509,7
2510,7
2511,4
2512,9
2513,2
2514,6
2515,0
2516,8
2517,3
2518,0
2519,6
2520,7
2521,0
2522,9
2523,5
2524,1
2525,0
2526,2
2527,0
2528,1
2529,9
2530,6
2531,3
2532,3
2533,8
2534,3
2535,3
2536,9
2537,4
2538,3
2539,5
2540,8
2541,0
2542,3
2543,2
2544,5
2545,5
2546,8
2547,2
2548,0
2549,4
2550,7
2551,1
2552,1
2553,4
2554,4
2555,1
2556,1
2557,7
2558,7
2559,4
2560,7
2561,3
2562,4
2563,3
2564,3
2565,4
2566,2
2567,5
2568,1
2569,9
2570,6
2571,6
2572,5
2573,0
2574,0
2575,8
2576,7
2577,8
2578,1
2579,5
2580,7
2581,0
2582,3
2583,4
2584,8
2585,1
2586,9
2587,5
2588,1
2589,3
2590,6
2591,2
2592,3
2593,3
2594,6
2595,4
2596,6
2597,3
2598,7
2599,6
2600,0
2601,1
2602,4
2603,1
2604,7
2605,6
2606,6
2607,6
2608,5
2609,0
2610,1
2611,4
2612,9
2613,2
2614,1
2615,9
2616,4
2617,2
2618,7
2619,6
2620,4
2621,6
2622,0
2623,5
2624,9
2625,9
2626,3
2627,2
2628,9
2629,1
2630,7
2631,8
2632,1
2633,5
2634,5
2635,4
2636,9
2637,6
2638,0
2639,6
2640,3
2641,7
2642,4
2643,2
2644,3
2645,7
2646,2
2647,3
2648,3
2649,4
2650,4
2651,4
2652,9
2653,2
2654,5
2655,3
2656,7
2657,0
2658,0
2659,2
2660,3
2661,2
2662,0
2663,9
2664,1
2665,8
2666,1
2667,6
2668,3
2669,7
2670,5
2671,1
2672,3
2673,3
2674,3
2675,7
2676,3
2677,0
2678,2
2679,6
2680,1
2681,3
2682,7
2683,3
2684,5
2685,3
2686,4
2687,7
2688,5
2689,2
2690,6
2691,3
2692,3
2693,6
2694,8
2695,3
2696,3
2697,5
2698,8
2699,7
2700,5
2701,7
2702,2
2703,5
2704,9
2705,0
2706,4
2707,9
2708,2
2709,2
2710,5
2711,7
2712,2
2713,7
2714,6
2715,6
2716,7
2717,7
2718,9
2719,0
2720,8
2721,8
2722,2
2723,3
2724,7
2725,2
2726,7
2727,9
2728,1
2729,5
2730,9
2731,9
2732,9
2733,9
2734,0
2735,9
2736,6
2737,9
2738,8
2739,1
2740,8
2741,5
2742,3
2743,9
2744,7
2745,7
2746,1
2747,9
2748,6
2749,5
2750,9
2751,4
2752,6
2753,6
2754,2
2755,1
2756,4
2757,2
2758,9
2759,1
2760,8
2761,2
2762,7
2763,7
2764,4
2765,9
2766,1
2767,6
2768,4
2769,7
2770,6
2771,4
2772,5
2773,9
2774,4
2775,0
2776,8
2777,2
2778,5
2779,4
2780,5
2781,5
2782,0
2783,2
2784,1
2785,4
2786,1
2787,1
2788,2
2789,5
2790,4
2791,9
2792,4
2793,1
2794,1
2795,4
2796,2
2797,5
2798,7
2799,3
2800,7
2801,2
2802,2
2803,7
2804,6
2805,1
2806,1
2807,7
2808,1
2809,4
2810,5
2811,9
2812,4
2813,9
2814,0
2815,0
2816,1
2817,5
2818,7
2819,6
2820,4
2821,7
2822,4
2823,2
2824,7
2825,4
2826,4
2827,8
2828,6
2829,9
2830,7
2831,5
2832,6
2833,7
2834,4
2835,5
2836,7
2837,8
2838,1
2839,3
2840,1
2841,4
2842,9
2843,5
2844,0
2845,0
2846,6
2847,9
2848,5
2849,8
2850,9
2851,9
2852,4
2853,8
2854,9
2855,9
2856,2
2857,3
2858,0
2859,9
2860,5
2861,0
2862,6
2863,2
2864,1
2865,8
2866,1
2867,5
2868,5
2869,2
2870,2
2871,5
2872,9
2873,3
2874,5
2875,1
2876,8
2877,4
2878,7
2879,2
2880,4
2881,7
2882,1
2883,4
2884,4
2885,6
2886,0
2887,6
2888,2
2889,9
2890,4
2891,0
2892,4
2893,9
2894,9
2895,0
2896,4
2897,3
2898,1
2899,5
2900,9
2901,6
2902,8
2903,8
2904,2
2905,5
2906,2
2907,8
2908,0
2909,3
2910,9
2911,8
2912,4
2913,7
2914,4
2915,4
2916,1
2917,6
2918,6
2919,6
2920,1
2921,5
2922,6
2923,7
2924,3
2925,8
2926,4
2927,1
2928,8
2929,6
2930,7
2931,8
2932,1
2933,5
2934,0
2935,3
2936,9
2937,1
2938,3
2939,3
2940,0
2941,5
2942,6
2943,9
2944,9
2945,0
2946,3
2947,7
2948,1
2949,4
2950,7
2951,5
2952,4
2953,8
2954,9
2955,9
2956,2
2957,0
2958,3
2959,7
2960,3
2961,0
2962,7
2963,4
2964,6
2965,5
2966,9
2967,7
2968,1
2969,0
2970,2
2971,5
2972,6
2973,8
2974,8
2975,6
2976,5
2977,3
2978,1
2979,6
2980,8
2981,8
2982,4
2983,2
2984,2
2985,8
2986,8
2987,4
2988,3
2989,6
2990,5
2991,3
2992,9
2993,0
2994,5
2995,3
2996,9
